Company,Model,MSN,YoM,Reg,Comments
Boeing 737,737-446,27917,1996,JA8992,"Flying with Japan Transocean Air, -400s will be replaced by -800s by the end of 2017"
Boeing 737,737-446,27916,1995,JA8991,"Flying with Japan Transocean Air, -400s will be replaced by -800s by the end of 2017"
Boeing 737,737-446,27660,1998,N122WF,"Stored, last operated by Japan Transocean Air, registered under trustee on 25MAY16"
Boeing 737,737-3Q8,27633,1997,TC-TJB,"Stored, last operated by Corendon Airlines, will be returned to lessor"
Boeing 737,737-48E,27632,1997,N463VX,"Stored, last operated by Bluebird Airways, N-reg on 08FEB16"
Boeing 737,737-300,27520,1996,B-2959,"Flying with China Southern Airlines, 737-300 fleet will be sold to Boeing starting in 2016"
Boeing 737,737-33A,27454,1995,YL-BB,"Flying with airBaltic, 737 fleet will start being replaced with new CS300s from 2H 2016"
Boeing 737,737-46J,27213,1994,N120WF,"Stored, last operated by Air Bucharest, N-reg under trustee on 24MAY16"
Boeing 737,737-300,27127,1992,B-2589,"Stored, last operated by China Eastern Airlines, 737-300 fleet being retired"
Boeing 737,737-400 Combi,27082,1992,N768AS,"Flying with Alaska Airlines, combi fleet retirement will start mid 2016 and will be completed by 2017"
Boeing 737,737-430,27003,1992,9H-VLA,"Stored, last operated by Valorfly"
Embraer,ERJ-140LR,145613,2001,N380SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145606,2001,N379SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-145EP,145601,2002,XA-TLI,"Stored, last operated by Aeromexico Connect"
Embraer,ERJ-140LR,145593,2001,N378SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145579,2001,N377SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145578,2001,N376SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145569,2002,N375SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-145LU,145564,2002,XA-ILI,"Stored, last operated by AeroMexico Connect"
Embraer,ERJ-140LR,145544,2002,N374SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145543,2002,N373SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145538,2002,N372SK,"Stored, last operated by Chautauqua Airlines"
SAAB,SAAB 340B,355,1993,JA8703,"Flying with Japan Air Commuter, SAAB 340 fleet will be replaced by new ATR 42-600s that will start being delivered in 2017"
SAAB,SAAB 340B,331,1992,JA8888,"Flying with Japan Air Commuter, SAAB 340 fleet will be replaced by new ATR 42-600s that will start being delivered in 2017"
SAAB,SAAB 340B,308,1992,TBA,"ex JA8887,Stored, last operated by Japan Air Commuter"
SAAB,SAAB 340B,281,1991,TBA,"ex JA8886,Stored, last operated by Japan Air Commuter"
Bombardier,CRJ-100LR,7052,1995,JA01RJ,"Stored, last operated by IBEX Airlines"
Bombardier,DHC8-400,4316,2010,P2-PXU,"Stored, last operated by Air Niugini"
Bombardier,DHC8-402,4262,2009,P2-PXS,"Stored, last operated by Air Nuigini"
Bombardier,DHC8-402,4034,2001,C-GLOZ,"Stored, marketed by Bombardier as available for Sale"
Bombardier,DHC8-100,537,1999,JA81AM,"Stored, last operated by Amakusa Airlines"
Bombardier,DHC8-314,525,1998,OE-LSB,"Stored, last operated by Intersky"
Bombardier,DHC8-314,505,1997,OE-LIA,"Stored, last operated by Intersky"
Bombardier,DHC8-201,468,1997,N841HA,"Stored, last operated by LAN Colombia"
Bombardier,DHC8-311,408,1995,V2-LEU,"Stored, last operated by LIAT"
Fokker,Fokker 50,20328,1997,PK-PRB,"Stored, marketed online by Pacific Royale Airways ,since 23JUN15,as available for Sale"
Fokker,Fokker 50,20313,1997,PK-PRA,"Stored, marketed online by Pacific Royale Airways ,since 23JUN15,as available for Sale"
Fokker,Fokker 50,20250,1992,TF-JMT,"Flying with Air Iceland, airline will replace the Fokker 50 fleet with DHC8-400 aircraft"
Fokker,Fokker 50,20249,1992,VH-FSL,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20244,1992,TF-JMS,"Flying with Air Iceland, airline will replace the Fokker 50 fleet with DHC8-400 aircraft"
Fokker,Fokker 50,20243,1992,TF-JMR,"Flying with Air Iceland, airline will replace the Fokker 50 fleet with DHC8-400 aircraft"
Fokker,Fokker 50,20223,1991,TF-JMN,"Flying with Air Iceland, airline will replace the Fokker 50 fleet with DHC8-400 aircraft"
Fokker,Fokker 50,20212,1991,VH-FNE,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20200,1990,VH-FNF,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20197,1990,OE-IJT,"Stored, last operated by Miniliner"
Boeing 737,737-522,26691,1992,YL-BB,"Flying with airBaltic, 737 fleet will start being replaced with new CS300s from 2H 2016"
Boeing 737,737-522,26683,1992,YL-BB,"Flying with airBaltic, 737 fleet will start being replaced with new CS300s from 2H 2016"
Boeing 737,737-522,26680,1992,YL-BB,"Flying with airBaltic, 737 fleet will start being replaced with new CS300s from 2H 2016"
Boeing 737,737-4D7,26611,1992,HS-TDD,"Flying with Thai Airways, will be retired in 2017"
Boeing 737,737-446,26605,1995,JA8525,"Flying with Japan Transocean Air, -400s will be replaced by -800s by the end of 2017"
Boeing 737,737-3H4,26575,1993,N364SW,"Stored, last operated by Southwest"
Boeing 737,737-5H4,26569,1992,N527SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-5H4,26568,1992,N526SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-5H4,26567,1992,N525SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-5H4,26566,1992,N524SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Embraer,ERJ-140LR,145535,2002,N371SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145532,2002,N299SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145522,2002,N297SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-140LR,145513,2002,N295SK,"Stored, last operated by Chautauqua Airlines"
Embraer,ERJ-145LR,145500,2001,N293SK,"Stored, last operated by Shuttle America"
Embraer,ERJ-145LR,145447,2002,N561RP,"Stored, last operated by Shuttle America"
Embraer,ERJ-145MP,145408,2001,N854HK,"Stored, last operated by Trans States Airlines"
Embraer,ERJ-145LU,145369,2001,TBA,"ex LX-LGI,Stored, last operated by Luxair"
Embraer,ERJ-145LU,145269,2000,N834HK,"Stored, last operated by Trans States Airlines"
Embraer,ERJ-145LU,145258,2000,LX-LGZ,"Flying with Luxair, ERJ fleet will be replaced by DHC8-400s in 2016"
Bombardier,DHC8-300,323,1992,C6-BFJ,"Flying with Bahamasair, media reports that type will be retired"
Bombardier,DHC8-300,309,1992,C6-BFP,"Flying with Bahamasair, media reports that type will be retired"
Bombardier,DHC8-300,298,1992,C-FKTM,"Stored, marketed online by Air Inuit ,since 19NOV15, as available for Sale"
Bombardier,DHC8-311,291,1991,C6-BFH,"Flying with Bahamasair, media reports that type will be retired"
Bombardier,DHC8-311,288,1991,C6-BFG,"Stored, last operated by Bahamasair, media reports that type will be retired"
Bombardier,DHC8-311,283,1991,V2-LFV,"Stored, last operated by LIAT"
Bombardier,DHC8-311,266,1991,V2-LGB,"Stored, last operated by LIAT, marketed online by Magellan Group ,since 13AUG15, as available for Lease or Sale"
Bombardier,DHC8-301,0164,1989,C6-BFO,"Stored, last operated by Bahamasair, media reports that fleet will be retired"
Fokker,Fokker 50,20191,1990,OE-LJT,"Stored, last operated by Miniliner"
Fokker,Fokker 50,20177,1990,P2-TAG,"Stored, last operated by Travel Air"
Fokker,Fokker 50,20129,1988,VH-FND,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20122,1988,P2-TAH,"Stored, last operated by Travel Air"
Fokker,Fokker 50,20114,1988,VH-FNI,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20113,1988,VH-FNH,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20107,1987,VH-FNB,"Stored, last operated by Virgin Australia Regional"
Fokker,Fokker 50,20106,1987,VH-FNA,"Stored, last operated by Virgin Australia Regional"
Boeing 737,737-5H4,26565,1992,N523SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-5H4,26564,1992,N522SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-400F,26529,1994,PR-IOX,"Marketed online by Jetran ,since 12FEB16, as available for Lease or Sale"
Boeing 737,737-4Q8,26281,1992,9H-AMW,"Stored, last operated by Sriwijaya Air"
Boeing 737,737-500,26100,1994,N615SC,"Marketed online by Jetran LLC ,since 12FEB16, as available for Lease or Sale"
Boeing 737,737-500,26075,1992,UR-GAK,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,747-3Y0F,26071,1992,N6360W,"Stored, last operated by S7 airlines, marketed online by Blackrock ,since 18FEB16, as available for Sale or Lease"
Boeing 737,737-566,26052,1992,SU-GBK,"Flying with EgyptAir, company stated (MAR16) that all 737-500s are considered for sale"
Boeing 737,737-566,26051,1992,SU-GBL,"Flying with EgyptAir, company stated (MAR16) that all 737-500s are considered for sale"
Boeing 737,737-436,25859,1993,G-GBTA,"Stored, last operated by British Airways, marketed online by Automatic LLC ,since 28SEP15, as available for Sale or Lease"
Embraer,ERJ-145LR,145241,2000,N266SK,"Stored, last operated by Shuttle America"
Embraer,ERJ-145LU,145147,1999,LX-LGX,"Flying with Luxair, ERJ fleet will be replaced by DHC8-400s in 2016"
Embraer,ERJ-145EP,145099,1998,CS-TPN,"Flying with Portugalia, fleet will be retired by the end of 2016"
Embraer,ERJ-145EP,145095,1998,CS-TPM,"Flying with Portugalia, fleet will be retired by the end of 2016"
Embraer,ERJ-145EP,145051,1998,CS-TPL,"Flying with Portugalia, fleet will be retired by the end of 2016"
Embraer,ERJ-145EP,145045,1998,N16944,"Stored, last operated by Expressjet Airlines, registered under trustee on 09DEC15"
Embraer,ERJ-145EP,145041,1998,CS-TPK,"Flying with Portugalia, fleet will be retired by the end of 2016"
Embraer,ERJ-145EP,145036,1997,CS-TPJ,"Stored, last operated by Portugalia"
Embraer,ERJ-145EP,145031,1997,CS-TPI,"Flying with Portugalia, fleet will be retired by the end of 2016"
Embraer,ERJ-145EP,145021,1997,N241EC,"Stored, last operated Passaredo Transportes Aereo"
Bombardier,DHC8-102,113,1988,V2-LDQ,"Stored, last operated by LIAT, marketed online by Magellan Group ,since 13AUG15, as available for Lease or Sale"
Bombardier,DHC8-402,TBA,TBA,TBA,Horizon Air announced it will return 15 aircraft in 2018 when leases expire (will be replaced by new ERJ-175s)
Bombardier,DHC8-402Q,TBA,TBA,TBA,"Flying with Republic Airlines (for United Airlines), DHC8-400 fleet will be sold or leased by mid/end 2016"
Boeing 737,737-436,25858,1993,G-DOCZ,"Stored, last operated by British Airways, marketed online by Automatic LLC ,since 28SEP15, as available for Sale or Lease"
Boeing 737,737-400,25844,1993,N844AU,"Stored (under conversion), last operated by British Airways, marketed online by Automatic LLC ,since 28SEP15, as available for Sale or Lease"
Boeing 737,737-436,25842,1992,G-DOCL,"Stored, last operated by British Airways, marketed online by Automatic LLC ,since 28SEP15, as available for Sale or Lease"
Boeing 737,737-48E,25776,1997,N509CC,"Stored, last operated by Air Busan"
Boeing 737,737-48E,25772,1996,HL7508,"Flying with Air Busan, 737 fleet being retired"
Boeing 737,737-48E,25771,1996,N545CC,"Stored, last operated by Air Busan, N-reg on 08APR16"
Boeing 737,737-58E,25769,1995,N525CC,"Stored, last operated by Air Busan, registered under Aircraft Engine Lease Finance Inc. on 19FEB16"
Boeing 737,737-566,25352,1991,SU-GBJ,"Flying with EgyptAir, company stated (MAR16) that all 737-500s are considered for sale"
Boeing 737,737-5H4,25320,1991,N221SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Embraer,ERJ-145EP,145017,1997,CS-TPH,"Stored, last operated by Portugalia"
Embraer,ERJ-145EP,145014,1997,CS-TPG,"Stored, last operated by Portugalia"
Embraer,ERJ-190AR,TBA,TBA,TBA,"Flying with Copa Airlines Panama, airline stated will returm 2 aircraft to lessor in 2016 (possibly youngest MSNs 19000012 and 19000016)"
Embraer,EMB-120ER,TBA,TBA,TBA,"Several aircraft stored, last operated by SkyWest Airlines"
Boeing 737,737-5H4,25319,1991,N220SW,"Flying with Southwest, 737-500 fleet will be retired by SEP16"
Boeing 737,737-500,25237,1993,UR-GAT,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,737-500,25236,1993,UR-GAS,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,737-500,25182,1992,UR-GAU,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,737-5H4,25154,1991,N515SW,"Stored, last operated by Southwest"
Boeing 737,737-5H4,25153,1991,N514SW,"Stored, last operated by Southwest"
Boeing 737,737-300,25148,1991,N148AU,"Stored, last operated by Lufthansa, marketed online by Automatic LLC ,since 24NOV15, as available for Lease or Sale in JUL16"
Boeing 737,737-400 Combi,25102,1992,N765AS,"Flying with Alaska Airlines, combi fleet retirement will start mid 2016 and will be completed by 2017"
Boeing 737,737-400 Combi,25101,1992,N764AS,"Flying with Alaska Airlines, combi fleet retirement will start mid 2016 and will be completed by 2017"
Boeing 737,737-400 Combi,25100,1992,N763AS,"Flying with Alaska Airlines, combi fleet retirement will start mid 2016 and will be completed by 2017"
Boeing 737,737-400 Combi,25099,1992,N762AS,"Flying with Alaska Airlines, combi fleet retirement will start mid 2016 and will be completed by 2017"
Boeing 737,737-566,25084,1991,SU-GBH,"Flying with EgyptAir, company stated (MAR16) that all 737-500s are considered for sale"
Boeing 737,737-3M8,25070,1991,OO-LTM,"Stored, last operated by Korongo Airlines"
Boeing 737,737-3YOSF,24916,1991,B-2898,"Stored, last operated by Donghai Airlines"
Boeing 737,737-3YOSF,24902,1990,B-2897,"Stored, last operated by Donghai Airlines"
Boeing 737,737-500,24898,1991,UR-GAW,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,737-500,24821,1991,N821AU,"Stored, last operated by Lufthansa, registered under trustee on 22OCT15"
Boeing 737,737-500,24820,1991,N820AU,"Stored, last operated by Lufthansa, marketed online by Automatic LLC ,since 24NOV15, as available for Lease or Sale"
Boeing 737,737-300,24770,1990,N638CS,"Stored, last operated by Precision Air, marketed online by Jetran LLC ,since 12FEB16, as available for Lease or Sale"
Boeing 737,737-3Y0,24678,1990,OY-JTD,"Flying with Jettime, airline announced intention to replace 737-300 fleet by the end of 2017"
Boeing 737,737-300,24676,1990,N986CJ,"Stored, last operated by Norwegian, registered under trustee on 05NOV14"
Boeing 737,737-322,24664,1990,UP-B3717,"Flying with Sunkan Air, marketed online by Private Air ,since 13MAY16, as available for ACMI"
Boeing 737,737-300,24634,1990,CC-ADZ,"Marketed online by European Capital Corp. ,since 11JAN16, as available for ACMI"
Boeing 737,737-3Y0,24464,1989,OY-JTB,"Flying with Jettime, airline announced intention to replace 737-300 fleet by the end of 2017"
Boeing 737,737-300F,24462,1998,UR-FAA,"Flying with Ukraine International Airlines, 737CLs will be retired by the end of 2018"
Boeing 737,737-382,24364,1988,OY-JTF,"Flying with Jettime, airline announced intention to replace 737-300 fleet by the end of 2017"
Boeing 737,737-4Q8,24332,1990,OM-GTA,"Flying with Go2Sky, marketed online by World Star Aviation Services as available for Lease"
Boeing 737,737-300F,24278,1988,N278HE,"Stored, last operated by Donghai Airlines, N-reg ono 31MAY16"
Boeing 737,737-300F,24276,1988,B-5046,"Stored, last operated by Donghai Airlines"
Boeing 737,737-3L9,23718,1987,OY-JTC,"Flying with Jettime, airline announced intention to replace 737-300 fleet by the end of 2017"
Boeing 737,737-33A,23631,1987,OY-JTA,"Flying with Jettime, airline announced intention to replace 737-300 fleet by the end of 2017"
Boeing 737,737-800,TBA,TBA,TBA,Norwegian stated that seven (7) 737-800s will be returned to Lessors in 2016
Boeing 737,737-700,TBA,TBA,TBA,Aerolineas Argentinas 737-700 fleet will be replaced by new 737-800s that will be delivered between 2016-2018
Boeing 737,737-300,TBA,TBA,TBA,VivaAeroBus plans to retire entire 737-300 fleet by summer/spring 2016
Boeing 737,737-300,TBA,TBA,TBA,"Flying with Southwest, +100 aircraft, built 1990-1999, 737-300 fleet will be retired by mid-2018"
