Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD
"Aircraft, (Jets and Turboprops)",Boeing 767,"MFS Aircraft, http://www.myairlease.com/available/mfs_aircraft","Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024757%20listed%20in%20myairlease.com",+1 612 822 3580,767-204,1990,24757,82285/23669,CF6-80A2,0/0/266,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%2032702%20listed%20in%20myairlease.com",+971 4 2500373,777-21BER,2004,32702,OR,GE90-90B,0/6/387,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%2028410%20listed%20in%20myairlease.com",+1 202 682 4000,777-2H6ER,1997,28410,81477/12285,Trent 892B-17,0/35/247,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"MFS Aircraft, http://www.myairlease.com/available/mfs_aircraft","Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024736%20listed%20in%20myairlease.com",+1 612 822 3580,767-204,1990,24736,76713/22643,CF6-80A2,0/0/266,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"MFS Aircraft, http://www.myairlease.com/available/mfs_aircraft","Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024239%20listed%20in%20myairlease.com",+1 612 822 3580,767-204,1988,24239,83325/22080,CF6-80A2,0/0/266,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"Privilege Style Airlines, http://www.myairlease.com/available/privilege","Mr. O. Hernandez, mailto:ohernandez@privilegestyle.com?Subject=Query%20for%20MSN%2027902%20listed%20in%20myairlease.com",+34 971 408 653,767-300ER,1995,27902,OR,CF6-80C2B6,0/18/229,A,1606,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2033683%20listed%20in%20myairlease.com",+44 1293 844 759,777-200ER,2005,33683,37000/5900,Trent 892B,0/28/294,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2033682%20listed%20in%20myairlease.com",+44 1293 844 759,777-200ER,2005,33682,36000/5700,Trent 892B,0/28/294,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"DAE Capital, http://www.myairlease.com/available/dae_capital","Mr. D. Houlihan, mailto:marketing@dubaiaerospace.com?Subject=Query%20for%20MSN%2032640%20listed%20in%20myairlease.com",+971 50 65 66131,777-300ER,2005,32640,OR,GE90-115B,OR,OL,1604,1707
"Aircraft, (Jets and Turboprops)",Boeing 767,"SkyWorks Leasing, http://www.myairlease.com/available/skyworks","Mr. J. Claesson, mailto:JClaesson@SkyWorksLeasing.com?Subject=Query%20for%20MSN%2026470%20listed%20in%20myairlease.com",+46 709 991 324,767-31AER,1992,26470,105088/17882,PW4060-1C,0/0/274,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing 767,"Zela Aviation, http://www.myairlease.com/available/zela_aviation","Mr. A. Pericleous, mailto:acmi@zelaaviation.com?Subject=Query%20for%20MSN%2041519%20listed%20in%20myairlease.com",+357 25 34 68 15,767-300ER,2013,41519,OR,CF6-80C2B7F,0/25/195,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"DAE Capital, http://www.myairlease.com/available/dae_capital","Mr. D. Houlihan, mailto:marketing@dubaiaerospace.com?Subject=Query%20for%20MSN%2032639%20listed%20in%20myairlease.com",+971 50 65 66131,777-300ER,2005,32639,OR,GE90-115B,OR,OL,1604,1707
"Aircraft, (Jets and Turboprops)",Boeing 777,"euroAtlantic Airways, http://www.myairlease.com/available/euroatlantic_airways","Commercial team, mailto:commercial@euroatlantic.pt?Subject=Query%20for%20MSN%2028513%20listed%20in%20myairlease.com",+351 21 9247315-24,777-200ER,1998,28513,OR,Trent 884,0/30/293,OL/A,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"GMT Global, http://www.myairlease.com/available/gmt_global","Mrs. L. Hull, mailto:LHull@republic-financial.com?Subject=Query%20for%20MSN%2028533%20listed%20in%20myairlease.com",+1 303 751 3501,777-200ER,2004,28533,OR,Trent 892,0/30/255,OL/A/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Novus Aviation Capital, http://www.myairlease.com/available/novus","Mrs. L. Mourad, mailto:leila.mourad@novus.aero?Subject=Query%20for%20MSN%2029324%20listed%20in%20myairlease.com",+961 1 800 678,777-200ER,1998,29324,OR,Trent 892,OR,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Privilege Style Airlines, http://www.myairlease.com/available/privilege","Mr. O. Hernandez, mailto:ohernandez@privilegestyle.com?Subject=Query%20for%20MSN%2028685%20listed%20in%20myairlease.com",+34 971 408 653,777-200ER,2002,28685,60671/9035,PW4090,0/28/271,A,1606,IMM
"Aircraft, (Jets and Turboprops)",Boeing 777,"Romans Aviation, http://www.myairlease.com/available/romans_aviation","Mr. P. Singh, mailto:prashantt@romansaviation.com?Subject=Query%20for%20MSN%2030869%20listed%20in%20myairlease.com",+971 4 420 7659,777-200ER,2001,30869,OR,Trent 892,0/30/255,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing 787,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. C. Cleaver, mailto:charley@cabotaviation.com?Subject=Query%20for%20MSN%2035507%20listed%20in%20myairlease.com",+1 214 357 7998,787-8,2016,35507,0/0,GEnx-1B70/75,18/0/244,OL/S,1605,1611
"Aircraft, (Jets and Turboprops)",Boeing 777,"Romans Aviation, http://www.myairlease.com/available/romans_aviation","Mr. P. Singh, mailto:prashantt@romansaviation.com?Subject=Query%20for%20MSN%2028524%20listed%20in%20myairlease.com",+971 4 420 7659,777-200ER,2001,28524,OR,Trent 892,0/30/255,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC8,"AerSale, http://www.myairlease.com/available/aersale","Mr. C. Wright, mailto:Craig.Wright@aersale.com?Subject=Query%20for%20MSN%2046094%20listed%20in%20myairlease.com",+1 305 764 3238,DC8,1969,46094,OR,No engines,OR,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"A-Sonic Aviation, http://www.myairlease.com/available/a-sonic_aviation","Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2053626%20listed%20in%20myairlease.com",+65 632 43248,MD-83,1999,53626,OR,JT8D-219,0/16/124,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"A-Sonic Aviation, http://www.myairlease.com/available/a-sonic_aviation","Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2053122%20listed%20in%20myairlease.com",+65 632 43248,MD-83,1992,53122,OR,JT8D-219,0/12/135,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"A-Sonic Aviation, http://www.myairlease.com/available/a-sonic_aviation","Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2049941%20listed%20in%20myairlease.com",+65 632 43248,MD-83,1990,49941,OR,JT8D-219,O/0/167,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"A-Sonic Aviation, http://www.myairlease.com/available/a-sonic_aviation","Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2049948%20listed%20in%20myairlease.com",+65 632 43248,MD-83,1991,49948,OR,JT8D-219,O/12/135,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"Celerak, http://www.myairlease.com/available/celerak","Mr. C. Ospina, mailto:cristobal@celerak.com?Subject=Query%20for%20MSN%2053166%20listed%20in%20myairlease.com",+1 786 380 6871,MD-82,1993,53166,22919/40657,JT8D-217C,OR,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"Celerak, http://www.myairlease.com/available/celerak","Mr. C. Ospina, mailto:cristobal@celerak.com?Subject=Query%20for%20MSN%2053167%20listed%20in%20myairlease.com",+1 786 380 6871,MD-82,1993,53167,22607/40200,JT8D-217C,OR,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"ICF International, http://www.myairlease.com/available/icf","Mr. D. Louzado, mailto:david.louzado@icfi.com?Subject=Query%20for%20MSN%2049504%20listed%20in%20myairlease.com",+44 20 309 64961,MD-83,1988,49504,43591/24579,JT8D-219,0/64/0,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2047419%20listed%20in%20myairlease.com",+1 925 465 0400,DC9-32F,1969,47419,OR,JT8D-7B,Freighter,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2049186%20listed%20in%20myairlease.com",+1 925 465 0400,MD-82,1984,49186,OR,JT8D-217,16/0/115,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC9/MD80/MD90,"Rare Air, http://www.myairlease.com/available/rare_air","Mr. T. Reid, mailto:trevorv@rare-air.co.uk?Subject=Query%20for%20MSN%2049829%20listed%20in%20myairlease.com",+44 7543 381 065,MD-87,1990,49829,45500/34800,JT8D-217A,0/0/134,A/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Boeing DC10/MD11,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2047813%20listed%20in%20myairlease.com",+1 925 465 0400,DC10-30-F,1980,47813,OR,CF6-50,Freighter,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%204486%20listed%20in%20myairlease.com",+971 4 2500373,DHC8-402,2014,4486,OR,PW150A,OR,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%20432%20listed%20in%20myairlease.com",+971 4 2500373,DHC8-202,1996,432,31660/39424,PW123,0/0/37,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%20280%20listed%20in%20myairlease.com",+971 4 2500373,DHC8-102,1992,280,38526/41990,PW123,0/0/37,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%20185%20listed%20in%20myairlease.com",+971 4 2500373,DHC8-102,1989,185,42844/42553,PW120A,0/0/42,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AerSource, http://www.myairlease.com/available/aersource","Mr. H. Saul, mailto:info@aersource.com?Subject=Query%20for%20MSN%207493%20listed%20in%20myairlease.com",+353 87 929 9525,CRJ-200LR,2001,7493,31887/29840,CF34-3B1,0/0/50,OL/S,1601,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. D. Skeldon, mailto:david@airstream.aero?Subject=Query%20for%20MSN%204183%20listed%20in%20myairlease.com",+44 1483 235737,DHC8-400Q,2007,4183,15700/16800,PW150A,0/0/78,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. D. Skeldon, mailto:david@airstream.aero?Subject=Query%20for%20MSN%20467%20listed%20in%20myairlease.com",+44 1483 235737,DHC8-311,1997,467,OR,PW123,0/0/56,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. D. Skeldon, mailto:david@airstream.aero?Subject=Query%20for%20MSN%20276%20listed%20in%20myairlease.com",+44 1483 235737,DHC8-300,1991,276,31730/28515,PW123,0/0/50,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. D. Skeldon, mailto:david@airstream.aero?Subject=Query%20for%20MSN%20008%20listed%20in%20myairlease.com",+44 1483 235737,DHC8-100,1985,008,OR,PW120,0/0/36,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AVCON, http://www.myairlease.com/available/avcon","Mr. W. Brose, mailto:w.brose@avcon.de?Subject=Query%20for%20MSN%207282%20listed%20in%20myairlease.com",+49 7051 967162,CRJ-200LR,1999,7282,27173/22222,CF34-3B1,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207236%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-200LR,1998,7236,39200/34500,CF34-3B1,0/0/50,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207207%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-200PF,1997,7207,OR,CF34-3B1,Freighter,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207187%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-200LR,1997,7187,20600/20000,CF34-3B1,0/18/0,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207186%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-200LR,1997,7186,17300/17100,CF34-3B1,0/18/0,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207159%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-100SE,1997,7159,23600/21600,CF34-3A1,0/14/0,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207156%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-200LR,1997,7156,29700/25600,CF34-3B1,0/0/50,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207083%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-100ER,1995,7083,OR,CF34-3A1,OR,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207047%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-100ER,1994,7047,OR,CF34-3A1,OR,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207045%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-100ER,1994,7045,OR,CF34-3A1,OR,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%207033%20listed%20in%20myairlease.com",+44 7900 411203,CRJ-100LR,1994,7033,OR,CF34-3A1,0/0/50,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20522%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1999,522,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20509%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1998,509,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20507%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1998,507,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20497%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1997,497,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20484%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1997,484,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20479%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1997,479,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20478%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-200,1997,478,OR,PW123D,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20388%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-102,1994,388,43300/46500,PW120A,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20373%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-103,1994,373,35200/45400,PW120A,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"AvMax Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20315%20listed%20in%20myairlease.com",+44 7900 411203,DHC8-311,1992,315,36700/44200,PW120A,0/0/50,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%207184%20listed%20in%20myairlease.com",+44 1732 522493,CRJ-100ER,1997,7184,OR,CF34-3A1,OR,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20614%20listed%20in%20myairlease.com",+44 1732 522493,DHC8-315Q,2005,614,OR,PW123,0/0/50,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20613%20listed%20in%20myairlease.com",+44 1732 522493,DHC8-315Q,2005,613,OR,PW123,0/0/50,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20608%20listed%20in%20myairlease.com",+44 1732 522493,DHC8-315Q,2004,608,OR,PW123,0/0/50,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20543%20listed%20in%20myairlease.com",+44 1732 522493,DHC8-300Q,2000,543,OR,PW123B,OR,S,1602,IMM
"Aircraft, (Jets and Turboprops)",CASA,"CAAMS Leasing, http://www.myairlease.com/available/caams","Mr. M. Clyne, mailto:info@caamsllc.com?Subject=Query%20for%20MSN%20356%20listed%20in%20myairlease.com",+1 561 308 5926,CASA 212-200,1988,356,14650/20140,TPE331-10R-512C,0/0/19,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20521%20listed%20in%20myairlease.com",+44 1732 522493,DHC8-300Q,1998,521,OR,PW123B,OR,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"BackBone Aviation, http://www.myairlease.com/available/backbone","Mr. Y. Ali, mailto:yas@backbone.aero?Subject=Query%20for%20MSN%207015%20listed%20in%20myairlease.com",+92 333 133 8917,CRJ-200LR,1993,7015,12000/OR,CF34-3B1,0/0/50,A,1603,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Castlelake, http://www.myairlease.com/available/castlelake","Mr. C. Buckley, mailto:chris.buckley@castlelake.com?Subject=Query%20for%20MSN%20447%20listed%20in%20myairlease.com",+44 207 190 6125,DHC8-202,1996,447,OR,PW123D,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"EFTEC, http://www.myairlease.com/available/eftec","Mr. M. Shvetsov, mailto:m.shvetsov@eftecltd.com?Subject=Query%20for%20MSN%207483%20listed%20in%20myairlease.com",+44 20 3286 7811,CRJ-100LR,2001,7483,28900/22400,CF34-3B1,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"EFTEC, http://www.myairlease.com/available/eftec","Mr. M. Shvetsov, mailto:m.shvetsov@eftecltd.com?Subject=Query%20for%20MSN%207482%20listed%20in%20myairlease.com",+44 20 3286 7811,CRJ-200ER,2001,7482,32592/24608,CF34-3B1,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"EFTEC, http://www.myairlease.com/available/eftec","Mr. M. Shvetsov, mailto:m.shvetsov@eftecltd.com?Subject=Query%20for%20MSN%207052%20listed%20in%20myairlease.com",+44 20 3286 7811,CRJ-100,1995,7052,OR,No engines,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Flair Aviation, http://www.myairlease.com/available/flair_aviation","Mr. M. Waldmann, mailto:waldmann@flair-aviation.de?Subject=Query%20for%20MSN%207529%20listed%20in%20myairlease.com",+49 1573 8250 158,CRJ-200ER,2001,7529,26300/23200,CF34-3B1,0/0/50,OL/S,1605,1606
"Aircraft, (Jets and Turboprops)",Bombardier,"MDT, http://www.myairlease.com/available/mdt","Mr. J. Cossutta, mailto:james.cossutta@mdt-uk.com?Subject=Query%20for%20MSN%207004%20listed%20in%20myairlease.com",+44 20 7227 3427,CRJ-200LR,1992,7004,36500/30700,CF34-3B1,0/0/50,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"MDT, http://www.myairlease.com/available/mdt","Mr. J. Cossutta, mailto:james.cossutta@mdt-uk.com?Subject=Query%20for%20MSN%204034%20listed%20in%20myairlease.com",+44 20 7227 3427,DHC8-402,2001,4034,19952/22508,PW150A,0/0/76,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20237%20listed%20in%20myairlease.com",+1 336 682 5441,DHC8-102,1990,237,27623/28186,PW120A,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20146%20listed%20in%20myairlease.com",+1 336 682 5441,DHC8-103,1989,146,46300/65800,PW120A,0/0/37,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional1, http://www.myairlease.com/available/regional1","Mr. E. Matta, mailto:ehab.matta@r1airlines.ca?Subject=Query%20for%20MSN%207124%20listed%20in%20myairlease.com",+1 403 250 3079,CRJ-100LR,1996,7124,OR,CF34-3A1,0/0/50,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional1, http://www.myairlease.com/available/regional1","Mr. E. Matta, mailto:ehab.matta@r1airlines.ca?Subject=Query%20for%20MSN%20522%20listed%20in%20myairlease.com",+1 403 250 3079,DHC8-202,1999,522,OR,PW123,0/0/37,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional1, http://www.myairlease.com/available/regional1","Mr. E. Matta, mailto:ehab.matta@r1airlines.ca?Subject=Query%20for%20MSN%20489%20listed%20in%20myairlease.com",+1 403 250 3079,DHC8-314,1997,489,OR,PW123,0/0/50,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional One, http://www.myairlease.com/available/regional_one","Mr. C. Furlan, mailto:cfurlan@regionalone.com?Subject=Query%20for%20MSN%2010029%20listed%20in%20myairlease.com",+1 305 759 0670,CRJ-700,2001,10029,OR,CF34-8C5B1,OR,OL/S,1605,1608
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional One, http://www.myairlease.com/available/regional_one","Mr. C. Furlan, mailto:cfurlan@regionalone.com?Subject=Query%20for%20MSN%20410%20listed%20in%20myairlease.com",+1 305 759 0670,DHC8-311,1995,410,OR,PW123B,OR,OL/S,1605,IMM
