Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD,ESN,L_E_S
"Aircraft, engines and APUs, (per Lessor/Seller)",Hi Fly,,"Mrs. F. Brioso, mailto:sales@hifly.aero?Subject=Query%20for%20MSN%201008%20listed%20in%20myairlease.com",,A330-243,2009,1008,OR,Trent 772B-60,0/42/288,A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Hi Fly,,"Mrs. F. Brioso, mailto:sales@hifly.aero?Subject=Query%20for%20MSN%20262%20listed%20in%20myairlease.com",,A330-223,1999,0262,OR,PW4168A,0/24/242,A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Hi Fly,,"Mrs. F. Brioso, mailto:sales@hifly.aero?Subject=Query%20for%20MSN%2096%20listed%20in%20myairlease.com",,A330-322,1995,0096,OR,PW4168,0/42/236,A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",ICF International,,"Mr. D. Louzado, mailto:david.louzado@icfi.com?Subject=Query%20for%20MSN%2049504%20listed%20in%20myairlease.com",,MD-83,1988,49504,43591/24579,JT8D-219,0/64/0,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",INAV Group,,"Mr. J. O'Donnell, mailto:JoeOD@INAVGROUP.com?Subject=Query%20for%20ESN%2031085%20listed%20in%20myairlease.com",,RB211-535E4,,,,,,,1605,IMM,31085,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Infinity Air Group,,"Mr. J. Wu, mailto:jimmyw@infinityair.com?Subject=Query%20for%20ESN%20V11495%20listed%20in%20myairlease.com",,V2524-A5,,,,,,,1603,IMM,V11495,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Infinity Air Group,,"Mr. J. Wu, mailto:jimmyw@infinityair.com?Subject=Query%20for%20ESN%20V11430%20listed%20in%20myairlease.com",,V2524-A5,,,,,,,1603,IMM,V11430,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",ITS Infinity Trading,,"Mr. R. James, mailto:Robert.James@itsparts.com?Subject=Query%20for%20ESN%20PCE900143%20listed%20in%20myairlease.com",,PW901,,,,,,,1602,IMM,PCE900143,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",ITS Infinity Trading,,"Mr. R. James, mailto:Robert.James@itsparts.com?Subject=Query%20for%20ESN%20P-5200%20listed%20in%20myairlease.com",,GTCP131-9B,,,,,,,1602,IMM,P-5200,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",ITS Infinity Trading,,"Mr. R. James, mailto:Robert.James@itsparts.com?Subject=Query%20for%20ESN%201191%20listed%20in%20myairlease.com",,APS3200,,,,,,,1602,IMM,1191,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jalux Singapore Pte. Ltd.,,"Mr. I. Okamura, mailto:ippei.okamura@jalux.com?Subject=Query%20for%20MSN%20688%20listed%20in%20myairlease.com",,ATR 72-500,2002,688,23370/27008,PW127M,0/0/66,OL,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jalux Singapore Pte. Ltd.,,"Mr. I. Okamura, mailto:ippei.okamura@jalux.com?Subject=Query%20for%20MSN%20685%20listed%20in%20myairlease.com",,ATR 72-500,2002,685,23811/26901,PW127M,0/0/66,OL,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jalux Singapore Pte. Ltd.,,"Mr. I. Okamura, mailto:ippei.okamura@jalux.com?Subject=Query%20for%20MSN%20678%20listed%20in%20myairlease.com",,ATR 72-500,2001,678,25345/28446,PW127M,0/0/66,OL,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2025315%20listed%20in%20myairlease.com",,747-438,1991,25315,OR,RB211-524G,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2025151%20listed%20in%20myairlease.com",,747-400,1992,25151,OR,RB211-524GT,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2024482%20listed%20in%20myairlease.com",,747-400,1989,24482,OR,RB211-524GT,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2026977%20listed%20in%20myairlease.com",,757-223,1994,26977,OR,RB211-535E4B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2026976%20listed%20in%20myairlease.com",,757-223,1994,26976,OR,RB211-535E4B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2020300%20listed%20in%20myairlease.com",,Fokker 50,1994,20300,OR,PW127B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2020301%20listed%20in%20myairlease.com",,Fokker 50,1994,20301,OR,PW127B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20340%20listed%20in%20myairlease.com",,SAAB 340B,1993,340,OR,CT7-9B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20329%20listed%20in%20myairlease.com",,SAAB 340B,1992,329,OR,CT7-9B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20324%20listed%20in%20myairlease.com",,SAAB 340B,1992,324,OR,CT7-9B,OR,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20219%20listed%20in%20myairlease.com",,SAAB 340BF,1990,219,OR,CT7-9B,Freighter,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20ESN%2031431%20listed%20in%20myairlease.com",,RB211-534E4B,,,,,,,1603,IMM,31431,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20ESN%2031332%20listed%20in%20myairlease.com",,RB211-534E4B,,,,,,,1603,IMM,31332,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20ESN%20727293%20listed%20in%20myairlease.com",,PW2037,,,,,,,1603,IMM,727293,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Midwest,,"Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20ESN%20126010%20listed%20in%20myairlease.com",,PW127B,,,,,,,1603,IMM,126010,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Trading and Leasing LLC,,"Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2030267%20listed%20in%20myairlease.com",,747-451,1999,30267,OR,PW4056,OR,S,1604,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Trading and Leasing LLC,,"Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2023403%20listed%20in%20myairlease.com",,767-200ER,1986,23403,OR,JT9D-7R4E,OR,OL/S,1604,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Trading and Leasing LLC,,"Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2025368%20listed%20in%20myairlease.com",,757-222,1991,25368,OR,PW2037,OR,OL/S,1604,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jet Trading and Leasing LLC,,"Mr. L. Ayala, mailto:luis@jtl.aero?Subject=Query%20for%20MSN%2023773%20listed%20in%20myairlease.com",,737-300,1987,23773,OR,CFM556-3B2,OR,OL/S,1604,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetcraft Commercial,,"Mr. N. Mossa, mailto:nick.mossa@jetcraft.com?Subject=Query%20for%20MSN%20643%20listed%20in%20myairlease.com",,A300-605RF,1992,643,45706/17590,CF6-80C2A5,Freighter,S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetcraft Commercial,,"Mr. N. Mossa, mailto:nick.mossa@jetcraft.com?Subject=Query%20for%20MSN%20626%20listed%20in%20myairlease.com",,A300-605RF,1992,626,48274/18600,CF6-80C2A5,Freighter,S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetmark Leasing LLC,,"Mr. T. Porras, mailto:tony.porras@jetmarkleasing.com?Subject=Query%20for%20MSN%2041033%20listed%20in%20myairlease.com",,Jetstream 41,1994,41033,24970/24845,TPE331-14,0/0/29,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetmark Leasing LLC,,"Mr. T. Porras, mailto:tony.porras@jetmarkleasing.com?Subject=Query%20for%20MSN%2041027%20listed%20in%20myairlease.com",,Jetstream 41,1994,41027,24316/24186,TPE331-14,0/0/29,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetset Airmotive,,"Mr. P. Reeves, mailto:preeves@jsamiami.com?Subject=Query%20for%20ESN%20PCEPC00771%20listed%20in%20myairlease.com",,PT6A-114A,,,,,,,1601,IMM,PCE-PC00771,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Jetset Airmotive,,"Mr. P. Reeves, mailto:preeves@jsamiami.com?Subject=Query%20for%20ESN%20PCE-50935%20listed%20in%20myairlease.com",,PT6A-27,,,,,,,1601,IMM,PCE-50935,S
"Aircraft, engines and APUs, (per Lessor/Seller)",KLM Royal Dutch Airlines,,"Mr. H.J van der Hoek, mailto:Henk-Jan-van-der.Hoek@klm.com?Subject=Query%20for%20MSN%20703%20listed%20in%20myairlease.com",,A330-203,2005,703,OR,CF6-80E1A3,OR,S,1601,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",KLM Royal Dutch Airlines,,"Mr. H.J van der Hoek, mailto:Henk-Jan-van-der.Hoek@klm.com?Subject=Query%20for%20MSN%20686%20listed%20in%20myairlease.com",,A330-203,2005,686,OR,CF6-80E1A3,OR,S,1601,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Kobing Engineering DOO,,"Mr. B. Uzelac, mailto:kobingeng@yahoo.com?Subject=Query%20for%20ESN%20695385%20listed%20in%20myairlease.com",,CF6-80C2A5,,,,,,,1605,IMM,695385,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Kobing Engineering DOO,,"Mr. B. Uzelac, mailto:kobingeng@yahoo.com?Subject=Query%20for%20ESN%20695309%20listed%20in%20myairlease.com",,CF6-80C2A5,,,,,,,1605,IMM,695309,S
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20MSN%2028733%20listed%20in%20myairlease.com",,737-300,1997,28733,39233/27922,CFM56-3C1,0/0/142,OL,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20860209%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,860209,L
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20857585%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,857585,L
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20727137%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,727137,L
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20726413%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,726413,L
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20726175%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,726175,L
"Aircraft, engines and APUs, (per Lessor/Seller)",KV Aviation,,"Mrs. K. Brunet, mailto:karine.brunet@kvaviation.com?Subject=Query%20for%20ESN%20724634%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1603,IMM,724634,L
"Aircraft, engines and APUs, (per Lessor/Seller)",LCI,,"Mr. J. Alvarez, mailto:jonathan@lci.aero?Subject=Query%20for%20ESN%20857958%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1605,IMM,857958,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Lease Fly,,"Mr. N. Margalho, mailto:nuno.margalho@lease-fly.com?Subject=Query%20for%20MSN%20333%20listed%20in%20myairlease.com",,ATR 42-320,1992,333,OR,PW121,0/0/48,OL/A,1601,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Lease Fly,,"Mr. N. Margalho, mailto:nuno.margalho@lease-fly.com?Subject=Query%20for%20MSN%20095%20listed%20in%20myairlease.com",,ATR 42-300,1988,095,OR,PW120,0/0/48,OL/A,1601,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Limitless Airways,,"Mr. V. Radusin, mailto:vedran.radusin@limitlessairways.hr?Subject=Query%20for%20MSN%20828%20listed%20in%20myairlease.com",,A320-214,1998,828,53262/33403,CFM56-5B4/P,0/0/180,A,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2021121%20listed%20in%20myairlease.com",,747-251F,1975,21121,OR,JT9D-7J,Freighter,OL/A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2021122%20listed%20in%20myairlease.com",,747-251F,1975,21122,OR,JT9D-7J,Freighter,OL/A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2019824%20listed%20in%20myairlease.com",,747-246B,1971,19824,OR,JT9D-7A,0/0/472,OL,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2022067%20listed%20in%20myairlease.com",,747-146,1980,22067,OR,JT9D-7A,0/0/500,OL/A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2023150%20listed%20in%20myairlease.com",,747-146,1984,23150,OR,JT9D-7A,0/0/500,OL/A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2019650%20listed%20in%20myairlease.com",,747-100SF,1970,19650,OR,JT9D-7A,Freighter,OL/A,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2020109%20listed%20in%20myairlease.com",,747-100SF,1970,20109,OR,JT9D-7A,Freighter,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2022992%20listed%20in%20myairlease.com",,727-200F,1982,22992,OR,JT8D-15,Freighter,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2027191%20listed%20in%20myairlease.com",,737-400,1995,27191,OR,CFM56-3C1,OR,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2025192%20listed%20in%20myairlease.com",,737-500,1992,25192,OR,CFM56-3C1,OR,OL/A/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2047813%20listed%20in%20myairlease.com",,DC10-30-F,1980,47813,OR,CF6-50,Freighter,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2047419%20listed%20in%20myairlease.com",,DC9-32F,1969,47419,OR,JT8D-7B,Freighter,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20MSN%2049186%20listed%20in%20myairlease.com",,MD-82,1984,49186,OR,JT8D-217,16/0/115,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20726126%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1605,IMM,726126,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20856131%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1605,IMM,856131,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20856136%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1605,IMM,856136,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20JT8D-15%20listed%20in%20myairlease.com",,JT8D-15,,,,,,,1605,IMM,OR,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20JT8D-9A%20listed%20in%20myairlease.com",,JT8D-9A,,,,,,,1605,IMM,OR,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20662921%20listed%20in%20myairlease.com",,JT9D-7AH,,,,,,,1605,IMM,662921,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20662850%20listed%20in%20myairlease.com",,JT9D-7AH,,,,,,,1605,IMM,662850,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20685861%20listed%20in%20myairlease.com",,JT9D-7AH,,,,,,,1605,IMM,685861,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,JT9D-7AH,,,,,,,1605,IMM,695720,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98DHF,,,,,,,1605,IMM,P-30291,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP660-4,,,,,,,1605,IMM,P-38228,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP660-4,,,,,,,1605,IMM,P-37778,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP660-4,,,,,,,1605,IMM,P-37867,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP660-4,,,,,,,1605,IMM,P-38061,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,TSCP700-4B,,,,,,,1605,IMM,P-90524,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98D,,,,,,,1605,IMM,P-27576,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98D,,,,,,,1605,IMM,P-28196,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98D,,,,,,,1605,IMM,P-30727C,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-129,,,,,,,1605,IMM,P-35371,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98CK,,,,,,,1605,IMM,P-36058,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logistic Air Inc.,,"Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20ESN%20695720%20listed%20in%20myairlease.com",,GTCP85-98CK,,,,,,,1605,IMM,P-36948,S
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20350180%20listed%20in%20myairlease.com",,CF34-3A/A2,,,,,,,1604,IMM,350180,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20350231%20listed%20in%20myairlease.com",,CF34-3A/A2,,,,,,,1604,IMM,350231,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20872294%20listed%20in%20myairlease.com",,CF34-3B1,,,,,,,1604,IMM,872294,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20872278%20listed%20in%20myairlease.com",,CF34-3B1,,,,,,,1604,IMM,872278,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20965232%20listed%20in%20myairlease.com",,CF34-8C5A1,,,,,,,1604,IMM,965232,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20965257%20listed%20in%20myairlease.com",,CF34-8C5A1,,,,,,,1604,IMM,965257,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20965397%20listed%20in%20myairlease.com",,CF34-8C5A1,,,,,,,1604,IMM,965397,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20965345%20listed%20in%20myairlease.com",,CF34-8C5A1,,,,,,,1604,IMM,965345,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20194561%20listed%20in%20myairlease.com",,CF34-8C5A1,,,,,,,1604,IMM,194561,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20193793%20listed%20in%20myairlease.com",,CF34-8E,,,,,,,1604,1607,193793,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20193115%20listed%20in%20myairlease.com",,CF34-8E,,,,,,,1604,IMM,193115,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20424734%20listed%20in%20myairlease.com",,CF34-10E5A1,,,,,,,1604,IMM,424734,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20424376%20listed%20in%20myairlease.com",,CF34-10E5A1,,,,,,,1604,IMM,424376,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AZ0003%20listed%20in%20myairlease.com",,PW119B/C,,,,,,,1604,IMM,AZ0003,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20121164%20listed%20in%20myairlease.com",,PW120A,,,,,,,1604,IMM,121164,L
